Year,ZIP,Avg Fire Risk Score,Avg PPC,CAT Cov A Fire -  Incurred Losses,CAT Cov A Fire -  Number of Claims,CAT Cov A Smoke -  Incurred Losses,CAT Cov A Smoke -  Number of Claims,CAT Cov C Fire -  Incurred Losses,CAT Cov C Fire -  Number of Claims,CAT Cov C Smoke -  Incurred Losses,CAT Cov C Smoke -  Number of Claims,Cov A Amount Weighted Avg,Cov C Amount Weighted Avg,Earned Exposure,Earned Premium,Non-CAT Cov A Fire -  Incurred Losses,Non-CAT Cov A Fire -  Number of Claims,Non-CAT Cov A Smoke -  Incurred Losses,Non-CAT Cov A Smoke -  Number of Claims,Non-CAT Cov C Fire -  Incurred Losses,Non-CAT Cov C Fire -  Number of Claims,Non-CAT Cov C Smoke -  Incurred Losses,Non-CAT Cov C Smoke -  Number of Claims,Number of High Fire Risk Exposure,Number of Low Fire Risk Exposure,Number of Moderate Fire Risk Exposure,Number of Negligible Fire Risk Exposure,Number of Very High Fire Risk Exposure,Category_CO,Category_DO,Category_DT,Category_HO,Category_MH,Category_RT,OBJECTID,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NA,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Are,Shape__Len,latitude,longitude,Alarm_Date2,year_month,AGENCY_ID,FIRE_NAME_ID,avg_tmax_c,avg_tmin_c,tot_prcp_mm,station,total_population,median_income,total_housing_units,average_household_size,educational_attainment_bachelor_or_higher,poverty_status,housing_occupancy_number,housing_value,year_structure_built,housing_vacancy_number,median_monthly_housing_costs,owner_occupied_housing_units,renter_occupied_housing_units
2018,93040,0.3,3.94,0,0,0,0,0,0,0,0,293216.47,212612.51,153.67,150026,0,0,0,0,0,0,0,0,3,21,7,122,1,False,False,False,True,False,False,2124.0,USF,LPF,CANYON,00001586,6/23/18,7/14/18,2.0,1.0,1.0,62.01245,,,,,2010.0,370833.1445,4159.137885474025,34.55027796465956,-118.7672647,2018-06-23,2018-06,4.0,45.0,27.836666666666662,14.436666666666667,0.0,72383.0,1904.0,123472.0,546.0,4.06,90.0,50.0,546.0,580800.0,546.0,77.0,1885.0,349.0,120.0
2018,93040,0.3,3.94,0,0,0,0,0,0,0,0,293216.47,212612.51,153.67,150026,0,0,0,0,0,0,0,0,3,21,7,122,1,False,False,False,True,False,False,1984.0,CCO,VNC,BURSON,00053236,7/8/18,7/8/18,2.0,6.0,1.0,0.1438642,Failure of equipment or heat source 18-0053236,,,,2010.0,858.65625,123.34286237415388,34.46985452910944,-118.8753669,2018-07-08,2018-07,2.0,1165.0,33.041935483870965,20.5,0.0,72383.0,1904.0,123472.0,546.0,4.06,90.0,50.0,546.0,580800.0,546.0,77.0,1885.0,349.0,120.0
2018,93040,0.3,3.94,0,0,0,0,0,0,0,0,293216.47,212612.51,153.67,150026,0,0,0,0,0,0,0,0,3,21,7,122,1,False,False,False,True,False,False,2123.0,USF,LPF,ADAMS,00001951,7/19/18,8/1/18,1.0,1.0,1.0,19.0031,,,,,2010.0,114041.9531,1932.6587800899656,34.698786011052555,-118.9897085,2018-07-19,2018-07,4.0,939.0,33.041935483870965,20.5,0.0,72383.0,1904.0,123472.0,546.0,4.06,90.0,50.0,546.0,580800.0,546.0,77.0,1885.0,349.0,120.0
2018,93041,0.12,3.86,0,0,0,0,0,0,0,0,301795.99,207136.28,1030.26,721594,16868,2,0,0,10147,1,0,0,0,126,1,903,0,False,False,False,True,False,False,1934.0,CCO,VNC,SURF,00008244,1/28/18,1/29/18,14.0,1.0,1.0,1.48225,Cause under investigation 18-0008244,,,,2010.0,8778.25,467.1484490001734,34.139786278950524,-119.1876746,2018-01-28,2018-01,2.0,1383.0,21.44838709677419,9.829032258064515,18.8,72391.0,23179.0,75836.0,9083.0,2.88,2472.0,2354.0,9083.0,555600.0,9083.0,1194.0,2110.0,3439.0,4450.0
2018,93041,0.12,3.86,0,0,0,0,0,0,0,0,301795.99,207136.28,1030.26,721594,16868,2,0,0,10147,1,0,0,0,126,1,903,0,False,False,False,True,False,False,1937.0,CCO,VNC,MCWANE,00038177,1/28/18,1/29/18,14.0,1.0,1.0,0.7208683,Cause under investigation 18-0008244,,,,2010.0,4269.351563,259.02807320056075,34.141861418570706,-119.1802086,2018-01-28,2018-01,2.0,1385.0,21.44838709677419,9.829032258064515,18.8,72391.0,23179.0,75836.0,9083.0,2.88,2472.0,2354.0,9083.0,555600.0,9083.0,1194.0,2110.0,3439.0,4450.0
2018,93041,0.12,3.86,0,0,0,0,0,0,0,0,301795.99,207136.28,1030.26,721594,16868,2,0,0,10147,1,0,0,0,126,1,903,0,False,False,False,True,False,False,1948.0,CCO,VNC,PERKINS,00047412,6/19/18,6/19/18,14.0,1.0,1.0,0.3048694,18-0047412,,,,2010.0,1805.421875,237.1634055727455,34.13778044,-119.1860359,2018-06-19,2018-06,2.0,1394.0,21.42,13.416666666666666,0.0,72391.0,23179.0,75836.0,9083.0,2.88,2472.0,2354.0,9083.0,555600.0,9083.0,1194.0,2110.0,3439.0,4450.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1982.0,CCO,VNC,SOUTH,00113365,12/21/17,12/21/17,14.0,6.0,1.0,0.01809152,17-0113365,,,,2010.0,107.640625,39.37442500166178,34.34057742228582,-119.0517068,2017-12-21,2017-12,2.0,102.0,,,,,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1960.0,CCO,VNC,CORONADO,00045455,6/12/18,6/12/18,14.0,6.0,1.0,1.850803,VCFD Cause undetermin post investig.  18-0045455,,,,2010.0,11020.0,429.9838070691795,34.368042734853844,-119.0682399,2018-06-12,2018-06,2.0,1401.0,21.42,13.416666666666666,0.0,72391.0,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1970.0,CCO,VNC,TELEGRAPH,00045427,6/12/18,6/12/18,14.0,1.0,1.0,7.057304,VCFD Cause undetermin post investig.  18-0045427,,,,2010.0,42011.05859,1164.1560552747385,34.358663122491436,-119.04512,2018-06-12,2018-06,2.0,1407.0,21.42,13.416666666666666,0.0,72391.0,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1952.0,CCO,VNC,SOUTH MOUNTAIN,00052451,7/6/18,7/6/18,14.0,6.0,1.0,0.01594587,18-0052451,,,,2010.0,94.8828125,35.75462846615822,34.340289698003815,-119.0580932,2018-07-06,2018-07,2.0,1396.0,25.163333333333338,17.790000000000003,0.0,72391.0,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1967.0,CCO,VNC,LEMON,00052451,7/6/18,7/6/18,14.0,1.0,1.0,0.1705595,18-0052451,,,,2010.0,1014.898438,124.23364040103829,34.34119757462166,-119.0571616,2018-07-06,2018-07,2.0,1405.0,25.163333333333338,17.790000000000003,0.0,72391.0,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1936.0,CCO,VNC,MARIA,00086063,10/22/18,10/22/18,14.0,1.0,1.0,0.3801489,Cause under investigation 18-0086063,,,,2010.0,2261.757813,214.36843956227787,34.33670931295573,-119.0728532,2018-10-22,2018-10,2.0,450.0,23.76451612903226,12.50967741935484,3.5999999999999996,72391.0,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93060,0.58,3.97,27288,3,0,0,3044,3,0,0,359293.86,245863.8,1927.01,1436076,0,0,0,0,0,0,0,0,77,484,200,1164,2,False,False,False,True,False,False,1971.0,CCO,VNC,SOUTH,00084903,10/19/18,10/19/18,14.0,1.0,1.0,5.842196,Undetermined 18-0084903,,,,2010.0,34761.73828,928.5863068339172,34.33920169478613,-119.0614735,2018-10-19,2018-10,2.0,102.0,23.76451612903226,12.50967741935484,3.5999999999999996,72391.0,34640.0,79606.0,10935.0,3.3,2313.0,4922.0,10935.0,582900.0,10935.0,577.0,1687.0,5614.0,4744.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1946.0,CCO,VNC,KUEHNER,00035430,5/7/18,5/7/18,14.0,6.0,1.0,0.3439097,VCFD Cause undetermin post investig.  18-0035430,,,,2010.0,2042.828125,385.7995418454994,34.26784354899045,-118.6439534,2018-05-07,2018-05,2.0,1392.0,22.654838709677417,13.358064516129032,2.8,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1932.0,CCO,VNC,ROCKY,00061236,8/4/18,8/4/18,9.0,1.0,1.0,0.05268874,Unintentional 18-0061236,,,,2010.0,312.9882813,108.99951871273872,34.26894868453879,-118.6463463,2018-08-04,2018-08,2.0,1187.0,31.770967741935483,19.903225806451612,0.0,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1968.0,CCO,VNC,TAPO,00600308,8/1/18,8/1/18,14.0,1.0,1.0,9.722479,Undetermined 18-0060308,,,,2010.0,57816.24609,1328.158567,34.31460331472589,-118.7161441,2018-08-01,2018-08,2.0,1406.0,31.770967741935483,19.903225806451612,0.0,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1959.0,CCO,VNC,YOSEMITE,00075024,9/18/18,9/18/18,14.0,2.0,1.0,60.45642,Undetermined 18-0075024,,,,2010.0,359448.7227,2678.191650066993,34.30697369258268,-118.6883953,2018-09-18,2018-09,2.0,743.0,29.59333333333333,16.756666666666668,0.0,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1954.0,CCO,VNC,PEAK,00094538,11/12/18,11/14/18,9.0,6.0,1.0,182.1956,Unintentional 18-0094538,,,,2010.0,1082270.969,7124.015636662081,34.268288864680116,-118.6524756,2018-11-12,2018-11,2.0,182.0,23.823333333333338,10.283333333333331,27.200000000000003,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1965.0,CCO,VNC,STEARNS,00091457,11/8/18,11/8/18,9.0,6.0,1.0,0.2200132,Intentional 18-0091457,,,,2010.0,1307.3125,150.9773754629105,34.28124790595238,-118.7007058,2018-11-08,2018-11,2.0,1404.0,23.823333333333338,10.283333333333331,27.200000000000003,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93063,0.44,3.93,101210,12,78497,9,37028,6,2687,2,428391.74,279503.0,5118.91,5405714,346957,6,64114,3,72172,3,2121,1,163,917,404,3625,10,False,False,False,True,False,False,1983.0,CCO,VNC,KUEHNER,00104479,12/14/18,12/14/18,14.0,6.0,1.0,0.009721164,Cause undetermined after investigation 18-0104479,,,,2010.0,57.76171875,30.472806415023143,34.27775901928846,-118.6599518,2018-12-14,2018-12,2.0,1392.0,19.387096774193548,7.535483870967742,66.10000000000001,72288.0,56110.0,124030.0,20220.0,2.81,10094.0,3203.0,20220.0,746000.0,20220.0,450.0,2472.0,14581.0,5189.0
2018,93065,0.68,3.94,366271,31,243174,13,83704,14,19682,7,468279.39,306813.17,6732.76,7345112,237816,1,26148,2,173931,1,0,0,349,1271,1083,4013,17,False,False,False,True,False,False,1939.0,CCO,VNC,ERRINGER,00008902,1/31/18,1/31/18,9.0,6.0,1.0,0.002820561,Unintentional 18-0008902,,,,2010.0,16.765625,15.044787124536835,34.28253888847779,-118.7458438,2018-01-31,2018-01,2.0,1386.0,21.44838709677419,9.829032258064515,18.8,72391.0,72585.0,113893.0,26260.0,2.81,12752.0,5444.0,26260.0,759700.0,26260.0,628.0,2658.0,18687.0,6945.0
2018,93065,0.68,3.94,366271,31,243174,13,83704,14,19682,7,468279.39,306813.17,6732.76,7345112,237816,1,26148,2,173931,1,0,0,349,1271,1083,4013,17,False,False,False,True,False,False,1955.0,CCO,VNC,OLSEN,00049784,6/27/18,6/28/18,14.0,1.0,1.0,27.95707,VCFD Cause undetermin post investig.  18-0049784,,,,2010.0,166018.2734,2475.3596382685414,34.25518893925175,-118.8174867,2018-06-27,2018-06,2.0,1398.0,21.42,13.416666666666666,0.0,72391.0,72585.0,113893.0,26260.0,2.81,12752.0,5444.0,26260.0,759700.0,26260.0,628.0,2658.0,18687.0,6945.0
2018,93065,0.68,3.94,366271,31,243174,13,83704,14,19682,7,468279.39,306813.17,6732.76,7345112,237816,1,26148,2,173931,1,0,0,349,1271,1083,4013,17,False,False,False,True,False,False,1935.0,CCO,VNC,DITCH,00054634,7/13/18,7/13/18,14.0,6.0,1.0,0.1295556,VCFD Cause undetermin post investig.  18-0054634,,,,2010.0,770.0390625,103.8504993,34.293745987722346,-118.7394957,2018-07-13,2018-07,2.0,1384.0,25.163333333333338,17.790000000000003,0.0,72391.0,72585.0,113893.0,26260.0,2.81,12752.0,5444.0,26260.0,759700.0,26260.0,628.0,2658.0,18687.0,6945.0
2018,93065,0.68,3.94,366271,31,243174,13,83704,14,19682,7,468279.39,306813.17,6732.76,7345112,237816,1,26148,2,173931,1,0,0,349,1271,1083,4013,17,False,False,False,True,False,False,1943.0,CCO,VNC,COLLINS,00077583,9/26/18,9/26/18,9.0,6.0,1.0,6.311197,Unintentional 18-0077583,,,,2010.0,37508.44531,1511.1500819270702,34.289674850360015,-118.811418,2018-09-26,2018-09,2.0,1389.0,20.626315789473683,6.026315789473683,0.0,72391.0,72585.0,113893.0,26260.0,2.81,12752.0,5444.0,26260.0,759700.0,26260.0,628.0,2658.0,18687.0,6945.0
2018,93066,0.65,4.1,0,0,5000,1,0,0,0,0,869724.22,568908.36,234.6,415993,0,0,0,0,0,0,0,0,13,56,26,138,1,False,False,False,True,False,False,1980.0,CCO,VNC,BALCOM,00113691,12/22/17,12/22/17,14.0,6.0,1.0,0.3788415,17-0113691,,,,2010.0,2253.476563,221.1435717153833,34.326575776600954,-118.9776394,2017-12-22,2017-12,2.0,1400.0,,,,,2979.0,158281.0,1127.0,2.8,532.0,190.0,1127.0,1366100.0,1127.0,62.0,3383.0,789.0,276.0
2018,93066,0.65,4.1,0,0,5000,1,0,0,0,0,869724.22,568908.36,234.6,415993,0,0,0,0,0,0,0,0,13,56,26,138,1,False,False,False,True,False,False,1958.0,CCO,VNC,BALCOM,00008020,1/28/18,1/28/18,14.0,6.0,1.0,0.766014,18-0008020,,,,2010.0,4552.765625,247.5953684761164,34.29191749021445,-118.9631214,2018-01-28,2018-01,2.0,1400.0,21.44838709677419,9.829032258064515,18.8,72391.0,2979.0,158281.0,1127.0,2.8,532.0,190.0,1127.0,1366100.0,1127.0,62.0,3383.0,789.0,276.0
2018,93067,0.47,4.06,0,0,0,0,0,0,0,0,881420.96,505627.92,75.39,139288,0,0,0,0,0,0,0,0,3,4,11,57,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,993.0,,549.0,2.49,209.0,67.0,549.0,1597400.0,549.0,151.0,,291.0,107.0
2018,93101,0.57,2.2,0,0,0,0,0,0,0,0,541970.12,356621.64,902.63,924793,0,0,0,0,0,0,0,0,13,279,97,514,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30496.0,79868.0,13664.0,2.34,5738.0,5169.0,13664.0,1122200.0,13664.0,906.0,2151.0,2786.0,9972.0
2018,93103,1.05,2.13,0,0,0,0,0,0,0,0,794076.4,494349.49,982.4,1653293,173144,1,593,1,120198,1,0,0,129,187,216,443,7,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19803.0,118118.0,8069.0,2.53,4153.0,2069.0,8069.0,1555600.0,8069.0,448.0,2463.0,3505.0,4116.0
2018,93105,1.26,2.76,0,0,0,0,0,0,0,0,692836.09,450386.78,1649.13,2433113,26466,1,0,0,4554,1,0,0,251,506,350,512,30,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25055.0,129549.0,11401.0,2.28,6028.0,2148.0,11401.0,1496500.0,11401.0,813.0,2623.0,5678.0,4910.0
2018,93106,0.0,7.0,0,0,0,0,0,0,0,0,260100.0,195300.0,0.09,98,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5613.0,75875.0,41.0,2.34,263.0,4.0,41.0,,41.0,3.0,2725.0,0.0,38.0
2018,93108,1.99,3.23,116177786,143,4424,1,28121264,62,0,0,2636086.41,1199245.62,1205.79,5750230,198170,13,79821,2,8978,2,2247,1,387,208,415,146,49,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11664.0,223694.0,5670.0,2.22,3026.0,722.0,5670.0,2000001.0,5670.0,946.0,3920.0,3562.0,1162.0
2018,93109,0.48,2.14,0,0,0,0,0,0,0,0,717292.48,448034.55,813.72,1058741,0,0,0,0,0,0,0,0,8,220,72,514,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11069.0,126875.0,4910.0,2.42,2568.0,1681.0,4910.0,1836300.0,4910.0,343.0,2688.0,2498.0,2069.0
2018,93110,1.02,4.42,0,0,0,0,0,0,0,0,1221009.15,677243.97,782.24,1583137,0,0,0,0,82707,1,0,0,44,324,170,243,1,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16385.0,118819.0,6866.0,2.38,3430.0,1323.0,6866.0,1101100.0,6866.0,351.0,2367.0,3894.0,2621.0
2018,93111,0.79,4.9,0,0,0,0,0,0,0,0,614413.74,411631.2,1159.32,1430434,19368,1,800,1,0,0,0,0,51,496,133,478,2,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18234.0,139876.0,6724.0,2.79,3990.0,1268.0,6724.0,1171400.0,6724.0,378.0,2695.0,4276.0,2070.0
2018,93117,0.58,4.94,0,0,0,0,0,0,0,0,536781.74,345091.15,1398.63,1584388,4221044,15,64328,2,1149695,12,9424,1,33,520,85,755,6,False,False,False,True,False,False,1906.0,CCO,SBC,HOLIDAY,00008657,7/6/18,7/9/18,14.0,1.0,1.0,118.0118,Cause under investigation as of 01/28/2019,,,,2010.0,704218.1406,10353.107489782578,34.46138644109128,-119.8298815,2018-07-06,2018-07,2.0,1366.0,25.703225806451616,16.561290322580643,0.0,72392.0,52225.0,85711.0,18208.0,2.7,6597.0,11896.0,18208.0,1021700.0,18208.0,1244.0,2144.0,6496.0,10468.0
2018,93201,0.31,3.71,0,0,0,0,0,0,0,0,246314.14,169748.79,21.76,18723,0,0,0,0,0,0,0,0,0,7,0,15,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.0,51181.0,343.0,4.23,0.0,428.0,343.0,92600.0,343.0,72.0,882.0,86.0,185.0
2018,93202,0.14,3.94,0,0,0,0,0,0,0,0,219485.43,151849.63,476.5,295176,38257,1,0,0,24387,1,0,0,0,67,0,409,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014.0,60450.0,1119.0,4.24,163.0,478.0,1119.0,263000.0,1119.0,173.0,1452.0,582.0,364.0
2018,93203,0.04,3.25,0,0,0,0,0,0,0,0,229093.12,150540.12,1355.84,963913,185174,2,0,0,83746,2,0,0,3,52,0,1301,0,False,False,False,True,False,False,2003.0,CCO,KRN,DERBY,01822033,6/6/18,6/6/18,14.0,1.0,1.0,19.21136,,,,,2010.0,116674.3086,1414.911794000823,35.19193250556256,-118.817345,2018-06-06,2018-06,2.0,1417.0,34.57,19.333333333333332,0.0,72384.0,20571.0,49918.0,5005.0,4.29,350.0,6287.0,5005.0,247800.0,5005.0,237.0,1144.0,2498.0,2270.0
2018,93204,0.12,4.04,0,0,0,0,0,0,0,0,214831.73,149300.49,672.8,458353,14224,1,0,0,917,1,0,0,0,76,2,594,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13441.0,52986.0,3085.0,3.5,211.0,2279.0,3085.0,224800.0,3085.0,136.0,1092.0,1322.0,1627.0
2018,93205,2.14,4.02,0,0,0,0,0,0,0,0,234917.87,157191.7,130.85,124463,0,0,0,0,0,0,0,0,39,32,54,0,6,False,False,False,True,False,False,2132.0,USF,SQF,HOOPER,00001162,6/18/18,7/6/18,9.0,1.0,1.0,12.80577,,,,,2010.0,78537.99219,1243.6703863302707,35.590745655304644,-118.5049752,2018-06-18,2018-06,4.0,1487.0,34.57,19.333333333333332,0.0,72384.0,2191.0,33295.0,1118.0,2.61,200.0,1201.0,1118.0,104700.0,1118.0,279.0,869.0,472.0,367.0
2018,93206,0.26,3.31,0,0,0,0,0,0,0,0,250251.08,175776.77,83.67,77500,0,0,0,0,0,0,0,0,0,22,0,62,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1953.0,53170.0,603.0,3.54,65.0,349.0,603.0,229900.0,603.0,52.0,1069.0,193.0,358.0
2018,93207,3.1,5.5,0,0,0,0,0,0,0,0,222237.74,148285.77,47.95,46564,0,0,0,0,0,0,0,0,43,0,0,0,5,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,,336.0,3.02,0.0,42.0,336.0,259400.0,336.0,255.0,861.0,63.0,18.0
2018,93208,2.95,4.02,0,0,0,0,0,0,0,0,202691.94,130232.95,27.48,29612,0,0,0,0,0,0,0,0,23,1,0,1,3,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,63861.0,526.0,1.18,49.0,10.0,526.0,306300.0,526.0,378.0,677.0,148.0,0.0
2018,93210,0.42,2.94,0,0,0,0,0,0,0,0,280138.02,190676.08,1013.59,839775,0,0,0,0,0,0,0,0,2,394,11,606,0,False,False,False,True,False,False,1826.0,CDF,FKU,COLDWELL,00007849,6/2/18,6/2/18,7.0,1.0,1.0,12.29649,,,,,2010.0,76386.67969,1854.2690392127552,36.10312207527267,-120.5489093,2018-06-02,2018-06,0.0,1312.0,34.74666666666667,14.206666666666669,0.0,74702.0,18975.0,77850.0,4883.0,3.11,956.0,3303.0,4883.0,258300.0,4883.0,227.0,1176.0,2459.0,2197.0
2018,93210,0.42,2.94,0,0,0,0,0,0,0,0,280138.02,190676.08,1013.59,839775,0,0,0,0,0,0,0,0,2,394,11,606,0,False,False,False,True,False,False,1828.0,CDF,FKU,FRAME,00007930,6/4/18,6/4/18,7.0,1.0,1.0,3.986457,,,,,2010.0,24772.48438,640.2043040169988,36.11649290889381,-120.57541,2018-06-04,2018-06,0.0,1144.0,34.74666666666667,14.206666666666669,0.0,74702.0,18975.0,77850.0,4883.0,3.11,956.0,3303.0,4883.0,258300.0,4883.0,227.0,1176.0,2459.0,2197.0
2018,93210,0.42,2.94,0,0,0,0,0,0,0,0,280138.02,190676.08,1013.59,839775,0,0,0,0,0,0,0,0,2,394,11,606,0,False,False,False,True,False,False,1920.0,CDF,BEU,GRIFFEN,00003044,6/24/18,6/27/18,7.0,1.0,1.0,10.36754,,,,,2010.0,64562.52734,1159.161522730683,36.20042033707036,-120.7343109,2018-06-24,2018-06,0.0,1376.0,34.74666666666667,14.206666666666669,0.0,74702.0,18975.0,77850.0,4883.0,3.11,956.0,3303.0,4883.0,258300.0,4883.0,227.0,1176.0,2459.0,2197.0
2018,93210,0.42,2.94,0,0,0,0,0,0,0,0,280138.02,190676.08,1013.59,839775,0,0,0,0,0,0,0,0,2,394,11,606,0,False,False,False,True,False,False,1922.0,CDF,BEU,PRIEST,00005047,10/13/18,10/13/18,2.0,1.0,1.0,171.9416,,,,,2010.0,1069945.547,5147.884612851588,36.170949877735005,-120.6780706,2018-10-13,2018-10,0.0,1378.0,27.55161290322581,9.361290322580643,4.8,74702.0,18975.0,77850.0,4883.0,3.11,956.0,3303.0,4883.0,258300.0,4883.0,227.0,1176.0,2459.0,2197.0
2018,93212,0.29,3.99,0,0,0,0,0,0,0,0,244332.85,164356.17,1311.37,942547,324716,4,0,0,162374,3,0,0,0,380,0,932,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23407.0,54149.0,4967.0,3.4,406.0,3769.0,4967.0,220500.0,4967.0,360.0,1045.0,2300.0,2307.0
2018,93215,0.42,3.07,0,0,0,0,0,0,0,0,253690.1,169970.1,3098.42,2483378,199043,5,0,0,31737,3,0,0,0,1296,0,1803,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53627.0,61329.0,13207.0,3.73,2182.0,7910.0,13207.0,271700.0,13207.0,526.0,1142.0,7587.0,5094.0
2018,93218,0.0,6.1,0,0,0,0,0,0,0,0,218484.66,143460.65,27.3,26966,0,0,0,0,0,0,0,0,0,0,0,27,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.0,88750.0,180.0,5.03,46.0,50.0,180.0,174400.0,180.0,25.0,1033.0,106.0,49.0
2018,93219,0.24,4.26,0,0,0,0,0,0,0,0,211521.09,143427.85,517.35,386736,0,0,0,0,0,0,0,0,0,124,0,393,0,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9708.0,52883.0,2481.0,4.22,124.0,1820.0,2481.0,266000.0,2481.0,183.0,976.0,1261.0,1037.0
